mpn,manufacturer,references,specification,quantity_per_board,fitted_per_board,dnp_references,purchase_quantity,optional_full_population_quantity,observed_stock,moq,lifecycle,source_url,china_order_url,checked_on,source_freshness,status,datasheet_url,source_access_method,spec_review_status,application_check
RT0603BRD0720KL,YAGEO,R504 R512 R1003,20kOhm +/-0.1% 0.1W 0603 thin film; 25ppm/C,3,3,,18,0,86457,1,Active / listed for sale,https://www.digikey.com/en/products/detail/yageo/RT0603BRD0720KL/5139030,https://www.digikey.cn/zh/products/detail/yageo/RT0603BRD0720KL/5139030,2026-09-17,4 days ago,PUBLIC_STOCK_SNAPSHOT,https://yageogroup.com/component-documentation/download/specsheet/RT0603BRD0720KL,web_reader_page,NOMINAL_RATINGS_REVIEWED,"R504 is the core OVP lower resistor; R512 is the I/O-valid lower resistor. Include reference, offset, and resistor tolerances in threshold evaluation."
RC1206FR-071RL,YAGEO,R203,1Ohm +/-1% 0.25W 1206; snubber tuning required; +/-200ppm/C; rated at70C,1,1,,10,0,223509,1,Active / listed for sale,https://www.digikey.com/en/products/detail/yageo/RC1206FR-071RL/728386,https://www.digikey.cn/zh/products/detail/yageo/RC1206FR-071RL/728386,2026-09-17,2 days ago,PUBLIC_STOCK_SNAPSHOT,https://yageogroup.com/component-documentation/download/specsheet/RC1206FR-071RL,web_reader_page,NOMINAL_RATINGS_REVIEWED,"Switch-node snubber resistor. Determine pulse dissipation, temperature, and damping from measured ringing."
ERJ-P06F47R0V,Panasonic,R212,"47Ohm +/-1%, 0.5W, +/-100ppm/C, 0805; core bleed30.6mW at1.2V; thermal derating applies",1,1,,10,0,30000,1,Active / listed for sale,https://www.digikey.com/en/products/detail/panasonic-industry/ERJ-P06F47R0V/21281855,https://www.digikey.cn/zh/products/detail/panasonic-industry/ERJ-P06F47R0V/21281855,2026-09-17,2 months ago,PUBLIC_STOCK_SNAPSHOT,https://industrial.panasonic.com/cdbs/www-data/pdf/RDO0000/AOA0000C331.pdf,web_reader_page,NOMINAL_RATINGS_REVIEWED,R212 core discharge resistor. Nominal dissipation is 30.6 mW at 1.2 V. Confirm measured discharge below 50 mV before changing feedback scale.
ERJ-P06F1000V,Panasonic,R304 R308,"100Ohm +/-1%, 0.5W, +/-100ppm/C, 0805; IO bleed32.4mW at1.8V; thermal derating applies",2,2,,12,0,208504,1,Active / listed for sale,https://www.digikey.com/en/products/detail/panasonic-industry/ERJ-P06F1000V/3982698,https://www.digikey.cn/zh/products/detail/panasonic-industry/ERJ-P06F1000V/3982698,2026-09-17,2 days ago,PUBLIC_STOCK_SNAPSHOT,https://industrial.panasonic.com/cdbs/www-data/pdf/RDO0000/AOA0000C331.pdf,web_reader_page,NOMINAL_RATINGS_REVIEWED,"R304 discharges I/O. R308 limits Q302 gate discharge and coupling into IO_EN. Preserve the 100 ohm, 0.5 W, 0805 specification and verify pulse stress."
NCU18WF104J60RB,Murata,R409,100kOhm NTC +/-5%; B25/50=4250K +/-2%; 0603; board temperature proxy,1,1,,10,0,11243,1,Active / listed for sale,https://www.digikey.com/en/products/detail/murata-electronics/NCU18WF104J60RB/9816018,https://www.digikey.cn/zh/products/detail/murata-electronics/NCU18WF104J60RB/9816018,2026-09-17,6 months ago,PUBLIC_STOCK_SNAPSHOT,https://www.murata.com/-/media/webrenewal/products/thermistor/ntc/ncu/ncu18.ashx?cvid=20240402040000000000&la=en,web_reader_page,NOMINAL_RATINGS_REVIEWED,Board-temperature NTC with a 100 kohm divider resistor. Calibrate the conversion. This sensor does not measure die junction temperature.
C0805C105K5RACTU,KEMET,C101 C105 C204,1uF +/-10% 50V X7R 0805,3,3,,18,0,160046,1,Active / listed for sale,https://www.digikey.com/en/products/detail/kemet/C0805C105K5RACTU/3317443,https://www.digikey.cn/zh/products/detail/kemet/C0805C105K5RACTU/3317443,2026-09-17,2 days ago,PUBLIC_STOCK_SNAPSHOT,https://content.kemet.com/datasheets/KEM_C1002_X7R_SMD.pdf,web_reader_page,NOMINAL_RATINGS_REVIEWED,VIN/AVIN bypass. Evaluate effective capacitance at operating bias and place AVIN filtering close to the regulator.
GRM188R72A104KA35D,Murata,C102 C107 C201 C302 C310 C320 C903 C904 C905 C906 C907 C1001 C1002,100nF +/-10% 100V X7R 0603,13,13,,78,0,1074542,1,Active / listed for sale,https://www.digikey.com/en/products/detail/murata-electronics/GRM188R72A104KA35D/702549,https://www.digikey.cn/zh/products/detail/murata-electronics/GRM188R72A104KA35D/702549,2026-09-17,yesterday,PUBLIC_STOCK_SNAPSHOT,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM188R72A104KA35-01A.pdf,web_reader_page,NOMINAL_RATINGS_REVIEWED,Input and regulator bypass and monitor supply bypass. Follow local return and placement requirements.
CL10B103KB8NNNC,Samsung Electro-Mechanics,C103 C303 C311 C321,10nF +/-10% 50V X7R 0603,4,4,,24,0,1016897,1,Active / listed for sale,https://www.digikey.com/en/products/detail/samsung-electro-mechanics/CL10B103KB8NNNC/3889095,https://www.digikey.cn/zh/products/detail/samsung-electro-mechanics/CL10B103KB8NNNC/3889095,2026-09-17,5 days ago,PUBLIC_STOCK_SNAPSHOT,https://product.samsungsem.com/mlcc/CL10B103KB8NNN.do,web_reader_page,NOMINAL_RATINGS_REVIEWED,"eFuse slew control, I/O soft start, and INA226 differential filtering. Verify startup timing and monitor response."
CL31B106KLHNFNE,Samsung Electro-Mechanics,C106 C301,"10uF +/-10%, 35V, X7R, 1206, thickness1.6+/-0.2mm; AUX/IO INPUT bypass",2,2,,12,0,98720,1,Active / listed for sale,https://www.digikey.com/en/products/detail/samsung-electro-mechanics/CL31B106KLHNFNE/3888760,https://www.digikey.cn/zh/products/detail/samsung-electro-mechanics/CL31B106KLHNFNE/3888760,2026-09-17,last week,PUBLIC_STOCK_SNAPSHOT,https://product.samsungsem.com/mlcc/CL31B106KLHNFN.do,web_reader_page,NOMINAL_RATINGS_REVIEWED,"C106/C301 VIN12 input bypass: 10 uF, 35 V, X7R, 1206. Check effective capacitance and input-loop placement."
CL21A226MPQNNNE,Samsung Electro-Mechanics,C108 C109 C304 C305 C401,22uF +/-20% 10V X5R 0805,5,5,,30,0,870,1,Active / listed for sale,https://www.digikey.com/en/products/detail/samsung-electro-mechanics/CL21A226MPQNNNE/3890996,https://www.digikey.cn/zh/products/detail/samsung-electro-mechanics/CL21A226MPQNNNE/3890996,2026-09-17,6 days ago,PUBLIC_STOCK_SNAPSHOT,https://product.samsungsem.com/mlcc/CL21A226MPQNNN.do,search_index_snapshot,NOMINAL_RATINGS_REVIEWED,"AUX5V, I/O, and Pico VSYS bypass. Evaluate effective capacitance and the X5R temperature range at the actual operating conditions."
CL21B475KOFNNNE,Samsung Electro-Mechanics,C202 C901 C902,4.7uF +/-10% 16V X7R 0805,3,3,,18,0,613282,1,NRND (Samsung manufacturer page checked2026-09-22); dated distributor stock is separate,https://www.digikey.com/en/products/detail/samsung-electro-mechanics/CL21B475KOFNNNE/3888531,https://www.digikey.cn/zh/products/detail/samsung-electro-mechanics/CL21B475KOFNNNE/3888531,2026-09-17,yesterday,PUBLIC_STOCK_SNAPSHOT,https://product.samsungsem.com/mlcc/CL21B475KOFNNN.do,web_reader_page,NOMINAL_RATINGS_REVIEWED,"C202 bypasses the U201 VDD5 rail. C901/C902 are U901 input/output bypass capacitors;4.7uF nominal,16V,X7R,0805. Ensure each LDO capacitor retains >=1uF effective capacitance over DC bias,tolerance and temperature. Manufacturer marks this exact part NRND; verify procurement or separately qualify a replacement before ordering. Existing distributor stock is a dated observation,not reserved."
CL10B105KP8NNNC,Samsung Electro-Mechanics,C203,1uF +/-10% 10V X7R 0603,1,1,,10,0,171899,1,Active / listed for sale,https://www.digikey.com/en/products/detail/samsung-electro-mechanics/CL10B105KP8NNNC/3890032,https://www.digikey.cn/zh/products/detail/samsung-electro-mechanics/CL10B105KP8NNNC/3890032,2026-09-17,4 days ago,PUBLIC_STOCK_SNAPSHOT,https://product.samsungsem.com/mlcc/CL10B105KP8NNN.do,web_reader_page,NOMINAL_RATINGS_REVIEWED,"BP1V5 bypass. Connect the negative terminal only to DRTN, not board ground."
GRM155R71E472KA01D,Murata,C209,4.7nF +/-10% 25V X7R 0402,1,1,,10,0,239966,1,Active / listed for sale,https://www.digikey.com/en/products/detail/murata-electronics/GRM155R71E472KA01D/587944,https://www.digikey.cn/zh/products/detail/murata-electronics/GRM155R71E472KA01D/587944,2026-09-17,last week,PUBLIC_STOCK_SNAPSHOT,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM155R71E472KA01-01A.pdf,web_reader_page,NOMINAL_RATINGS_REVIEWED,Local PVIN ceramic bypass. Place close to the regulator power pins with a short return loop.
GRM1885C1H102JA01D,Murata,C210 C306,1nF +/-5% 50V C0G 0603,2,2,,12,0,1170508,1,Active / listed for sale,https://www.digikey.com/en/products/detail/murata-electronics/GRM1885C1H102JA01D/587655,https://www.digikey.cn/zh/products/detail/murata-electronics/GRM1885C1H102JA01D/587655,2026-09-17,2 days ago,PUBLIC_STOCK_SNAPSHOT,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM1885C1H102JA01-01A.pdf,web_reader_page,NOMINAL_RATINGS_REVIEWED,"C210 forms the switch-node snubber with R203. C306 provides VIN12-to-IO_EN_INHIBIT feedforward. C306 is mandatory at 1 nF C0G, +/-5%; verify startup and input-loss transients."
CL05B104KO5NNNC,Samsung Electro-Mechanics,C502 C503 C504 C506 C508 C509 C510 C741 C742 C743 C744 C745 C746 C747 C748 C749 C750 C751 C752 C753 C754 C755 C756 C821 C822 C823 C824 C825 C826 C827 C828 C829 C830,100nF +/-10% 16V X7R 0402,33,33,,198,0,1690982,1,Active / listed for sale,https://www.digikey.com/en/products/detail/samsung-electro-mechanics/CL05B104KO5NNNC/3889087,https://www.digikey.cn/zh/products/detail/samsung-electro-mechanics/CL05B104KO5NNNC/3889087,2026-09-17,2 days ago,PUBLIC_STOCK_SNAPSHOT,https://product.samsungsem.com/mlcc/CL05B104KO5NNN.do,web_reader_page,NOMINAL_RATINGS_REVIEWED,"Local 100 nF bypass, including one capacitor for consolidated U504 and U509. Keep supply and return connections short."
CL05A105KP5NNNC,Samsung Electro-Mechanics,C721 C722 C723 C724 C725 C726 C727 C728 C729 C730 C731 C732 C733 C734 C735 C736,1uF +/-10% 10V X5R 0402,16,16,,96,0,2143709,1,Active / listed for sale,https://www.digikey.com/en/products/detail/samsung-electro-mechanics/CL05A105KP5NNNC/3886734,https://www.digikey.cn/zh/products/detail/samsung-electro-mechanics/CL05A105KP5NNNC/3886734,2026-09-17,3 days ago,PUBLIC_STOCK_SNAPSHOT,https://product.samsungsem.com/mlcc/CL05A105KP5NNN.do,web_reader_page,NOMINAL_RATINGS_REVIEWED,Sixteen local core 1 uF capacitors. Evaluate effective capacitance and package temperature in the assembled board.
GRM31CR60J476ME19L,Murata,C801 C802,47uF +/-20% 6.3V X5R 1206,2,2,,12,0,107097,1,Active / listed for sale,https://www.digikey.com/en/products/detail/murata-electronics/GRM31CR60J476ME19L/965921,https://www.digikey.cn/zh/products/detail/murata-electronics/GRM31CR60J476ME19L/965921,2026-09-17,3 days ago,PUBLIC_STOCK_SNAPSHOT,https://www.farnell.com/datasheets/1469229.pdf,web_reader_page,RATINGS_REVIEWED_CURRENT_APPROVAL_SHEET_PENDING,I/O bulk decoupling. Confirm the exact ordering code and effective capacitance with the current supplier specification.
CL10A475KO8NNNC,Samsung Electro-Mechanics,C811 C812 C813 C814,4.7uF +/-10% 16V X5R 0603,4,4,,24,0,266104,1,Active / listed for sale,https://www.digikey.com/en/products/detail/samsung-electro-mechanics/CL10A475KO8NNNC/3889870,https://www.digikey.cn/zh/products/detail/samsung-electro-mechanics/CL10A475KO8NNNC/3889870,2026-09-17,4 weeks ago,PUBLIC_STOCK_SNAPSHOT,https://product.samsungsem.com/mlcc/CL10A475KO8NNN.do,web_reader_page,NOMINAL_RATINGS_REVIEWED,Local I/O decoupling. Include bias and temperature dependence in the I/O stability evaluation.
M20-9990246,Harwin,J601 J602,1x2 2.54mm vertical THT male header; tail3mm; square0.64mm,2,2,,12,0,171744,1,Active / listed for sale,https://www.digikey.com/en/products/detail/harwin-inc/M20-9990246/3728226,https://www.digikey.cn/zh/products/detail/harwin-inc/M20-9990246/3728226,2026-09-17,today,PUBLIC_STOCK_SNAPSHOT,https://www.harwin.com/products/M20-9990246,web_reader_page,NOMINAL_RATINGS_REVIEWED,"J601 is for a high-impedance differential probe, not load delivery or a 50 ohm input. J602 remote reset: pin 1 Zed Pmod 3.3 V, pin 2 GPIO low/high-impedance. Pin 2 is not ground."
M20-9990546,Harwin,J401,1x5 2.54mm vertical THT male header; tail3mm; square0.64mm,1,1,,6,0,40796,1,Active / listed for sale,https://www.digikey.ca/en/products/detail/harwin-inc/M20-9990546/3728232,https://www.digikey.cn/zh/products/detail/harwin-inc/M20-9990546/3728232,2026-09-17,last week,PUBLIC_STOCK_SNAPSHOT,https://www.harwin.com/products/M20-9990546,web_reader_page,NOMINAL_RATINGS_REVIEWED,3.3 V PMBus debug connector. External equipment must not drive an unpowered control domain.
M20-9990646,Harwin,J2,1x6 2.54mm vertical THT male header; tail3mm; square0.64mm,1,1,,6,0,18422,1,Active / listed for sale,https://www.digikey.com/en/products/detail/harwin-inc/M20-9990646/3728234,https://www.digikey.cn/zh/products/detail/harwin-inc/M20-9990646/3728234,2026-09-17,yesterday,PUBLIC_STOCK_SNAPSHOT,https://www.harwin.com/products/M20-9990646,web_reader_page,NOMINAL_RATINGS_REVIEWED,Six-pin JTAG connector with 1.8 V VTref. Match external signal levels to the I/O rail.
M20-9981046,Harwin,J6,2x10 2.54mm vertical THT male header; JTAG signal interface with 1.8 V VTref,1,1,,6,0,4729,1,Active / listed for sale,https://www.digikey.com/en/products/detail/harwin-inc/M20-9981046/3728094,https://www.digikey.cn/zh/products/detail/harwin-inc/M20-9981046/3728094,2026-09-17,last week,PUBLIC_STOCK_SNAPSHOT,https://www.harwin.com/products/M20-9981046,web_reader_page,NOMINAL_RATINGS_REVIEWED,"2x10 JTAG connector. Verify pin-1 orientation and cable pinout. It is a signal interface, not a core-power connector."
24.243.1,Changzhou Amass Electronics,J101,"AMASS24.243 series4mm angled single-pole banana socket; RED; 30Vac/60Vdc, max24A, contact resistance<=5mOhm; silver-plated brass, PA insulation; two electrically common solder legs, pitch15.7mm per manufacturer VER2.0.",1,1,,6,0,6345,1,Listed for sale / manufacturer lifecycle unverified,https://www.lcsc.com/product-detail/C7437321.html,https://www.lcsc.com/zh-CN/product-detail/C7437321.html,2026-09-18,2 days ago,PUBLIC_STOCK_SNAPSHOT,https://atta.szlcsc.com/upload/public/pdf/source/20230721/37FAFEEF0E72AB9E7313F8A5C2400A2E.pdf,web_reader_page,NOMINAL_RATINGS_REVIEWED_MECHANICAL_FIT_PENDING,"J101 positive input connector; both pins connect to VIN_RAW. Local footprint pitch is 15.7 mm. Verify the 2.5 mm drill, 3.5 mm pads, and body dimensions against the physical part. Use a full-current supply lead."
24.243.2,Changzhou Amass Electronics,J102,"AMASS24.243 series4mm angled single-pole banana socket; BLACK; 30Vac/60Vdc, max24A, contact resistance<=5mOhm; silver-plated brass, PA insulation; two electrically common solder legs, pitch15.7mm per manufacturer VER2.0.",1,1,,6,0,7290,1,Listed for sale / manufacturer lifecycle unverified,https://www.lcsc.com/product-detail/C7437322.html,https://www.lcsc.com/zh-CN/product-detail/C7437322.html,2026-09-18,2 weeks ago,PUBLIC_STOCK_SNAPSHOT,https://atta.szlcsc.com/upload/public/pdf/source/20230721/37FAFEEF0E72AB9E7313F8A5C2400A2E.pdf,web_reader_page,NOMINAL_RATINGS_REVIEWED_MECHANICAL_FIT_PENDING,"J102 negative input connector; both pins connect to GND. Local footprint pitch is 15.7 mm. Verify the 2.5 mm drill, 3.5 mm pads, and body dimensions against the physical part. Use a full-current return lead."
"TLP293(GB-TPL,E",Toshiba,U601,"GB rank phototransistor optocoupler, SO4 4.55x2.6mm pitch1.27mm; 1=A,2=K,3=E,4=C; VCEsat max0.3V at IF1mA/IC0.2mA,25C",1,1,,6,0,70311,1,Active / listed for sale,https://www.digikey.com/en/products/detail/toshiba-semiconductor-and-storage/TLP293-GB-TPL-E/4562890,https://www.digikey.cn/zh/products/detail/toshiba-semiconductor-and-storage/TLP293-GB-TPL-E/4562890,2026-09-18,last week,PUBLIC_STOCK_SNAPSHOT,https://toshiba.semicon-storage.com/info/docget.jsp?did=14419&prodName=TLP293,web_reader_page,NOMINAL_RATINGS_REVIEWED_WITH_FIRST_BOARD_CHECKS,Remote-reset optocoupler; preserve the GB selection. Input power comes from Zed 3.3 V with a low/high-impedance GPIO return. Collector connects to RESET_BASE and emitter to board ground. Verify levels and timing over the intended temperature range.
RC0603FR-13750RL,YAGEO,R605,"750Ohm +/-1% 0.1W at70C, 0603 thick film, +/-100ppm/C; 13=330mm reel, cut tape MOQ1",1,1,,10,0,28713,1,Active / listed for sale,https://www.mouser.com/en/ProductDetail/YAGEO/RC0603FR-13750RL?qs=KwArPi4cUoiHN45hOOGZqQ%3D%3D,https://www.mouser.cn/ProductDetail/YAGEO/RC0603FR-13750RL?qs=KwArPi4cUoiHN45hOOGZqQ%3D%3D,2026-09-18,last month,PUBLIC_STOCK_SNAPSHOT,https://yageogroup.com/component-documentation/download/specsheet/RC0603FR-13750RL,web_reader_page,NOMINAL_RATINGS_REVIEWED_WITH_FIRST_BOARD_CHECKS,R605 optocoupler LED resistor. Include the applicable ZedBoard Pmod series resistance when checking LED current and GPIO low-state drive.
DMN62D2UQ-7,Diodes Incorporated,Q301 Q302 Q602 Q901,"60V NMOS, +/-20V VGS, SOT23 G1/S2/D3; RDS(on)<=4Ohm atVGS1.8V/25C; -55..150C operating range; full-temperature electrical maxima not generally specified",4,4,,24,0,3406,1,Active / listed for sale,https://www.mouser.com/en/ProductDetail/Diodes-Incorporated/DMN62D2UQ-7?qs=63Lh8XYXgjuv8uFDna9DAA%3D%3D,https://www.mouser.cn/ProductDetail/Diodes-Incorporated/DMN62D2UQ-7?qs=63Lh8XYXgjuv8uFDna9DAA%3D%3D,2026-09-18,2 months ago,PUBLIC_STOCK_SNAPSHOT,https://www.diodes.com/assets/Datasheets/DMN62D2UQ.pdf,web_reader_search_index; direct page open failed,NOMINAL_RATINGS_REVIEWED_WITH_TRANSIENT_AND_TEMPERATURE_HOLDS,"Q301/Q302 I/O-enable interface, G/S/D on pins 1/2/3. Q301 pulls IO_EN_INHIBIT down through R308; Q302 pulls EN down. Fit C306 and C307. Verify local VIN-relative EN limits during startup, enable transitions, and input loss with USB power maintained. Q602 independently sinks RESET_BASE on an explicit high RESET_ASSERT request from U903 P02. R411 holds its gate low by default; place R411 beside Q602. This request does not gate power."
RC1206FR-072K2L,YAGEO,R305,2.2k +/-1% 0.25W at70C 1206 thick film; +/-100ppm/C; -55..155C operating range,1,1,,10,0,37096,1,Active / listed for sale,https://www.digikey.com/en/products/detail/yageo/RC1206FR-072K2L/728624,https://www.digikey.cn/zh/products/detail/yageo/RC1206FR-072K2L/728624,2026-09-18,6 days ago,PUBLIC_STOCK_SNAPSHOT,https://www.yageogroup.com/component-documentation/download/specsheet/RC1206FR-072K2L,web_reader_page,NOMINAL_RATINGS_REVIEWED,"R305 connects VIN12 to IO_EN and forms a divider with R303. Use the specified 0.25 W, 1206 part. At 14.4 V with EN low, dissipation is approximately 95 mW including -1% resistance tolerance."
RC0603FR-07270RL,YAGEO,R303 R307,270Ohm +/-1% 0.1W at70C 0603 thick film; +/-100ppm/C; -55..155C operating range,2,2,,12,0,42191,1,Active / listed for sale,https://www.digikey.com/en/products/detail/yageo/RC0603FR-07270RL/727103,https://www.digikey.cn/zh/products/detail/yageo/RC0603FR-07270RL/727103,2026-09-18,today,PUBLIC_STOCK_SNAPSHOT,https://yageogroup.com/component-documentation/download/specsheet/RC0603FR-07270RL,web_reader_page,NOMINAL_RATINGS_REVIEWED,"R303 is the EN divider lower resistor. R307 pulls IO_EN_CTRL low. At 3.6 V and -1% tolerance, R307 draws approximately 13.5 mA and dissipates 49 mW. Verify logic drive and local temperature; the interface thermal review target is at most 85 C at R307."
GRM1885C2A101JA01D,Murata,C307,100pF +/-5% 100V C0G 0603; -55..125C operating range,1,1,,10,0,75514,1,Not for new designs / distributor stock listed,https://www.digikey.com/en/products/detail/murata-electronics/GRM1885C2A101JA01D/586979,https://www.digikey.cn/zh/products/detail/murata-electronics/GRM1885C2A101JA01D/586979,2026-09-18,last week,PUBLIC_STOCK_SNAPSHOT,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM1885C2A101JA01-01A.pdf,web_reader_search_index,NOMINAL_RATINGS_REVIEWED,"C307 is mandatory at 100 pF C0G, +/-5%, from IO_EN to ground. Verify startup and command transients with actual parasitics and probe loading. The catalog records this exact part as NRND; qualify any substitution."
TLV75533PDBVR,Texas Instruments,U901,"1.45-5.5V input, fixed3.3V 500mA LDO; DBV SOT23-5; IN1/GND2/EN3/NC4/OUT5",1,1,,6,0,,,Manufacturer orderable part; confirm availability at order,https://www.ti.com/lit/ds/symlink/tlv755p.pdf,https://www.digikey.cn/zh/products?keywords=TLV75533PDBVR,2026-09-22,Manufacturer specification reviewed; distributor stock not checked,STOCK_CHECK_REQUIRED,https://www.ti.com/lit/ds/symlink/tlv755p.pdf,manufacturer_datasheet,PINOUT_AND_APPLICATION_REVIEWED,Board-powered3V3_CTRL from AUX5V; enable tied to AUX5V. Minimum effective input/output capacitance per datasheet. Pico3V3 is a separate domain.
ISO1640BDR,Texas Instruments,U902,"Bidirectional I2C power-domain isolator, SOIC8; VCC1=board, VCC2=Pico; side1 <=80pF",1,1,,6,0,,,Manufacturer orderable part; confirm availability at order,https://www.ti.com/lit/ds/symlink/iso1640.pdf,https://www.digikey.cn/zh/products?keywords=ISO1640BDR,2026-09-22,Manufacturer specification reviewed; distributor stock not checked,STOCK_CHECK_REQUIRED,https://www.ti.com/lit/ds/symlink/iso1640.pdf,manufacturer_datasheet,PINOUT_AND_APPLICATION_REVIEWED,"Board side1 VOLmax0.71V to PMBus VIL0.8V; side2 compatible with RP2040. Each side has separate supply/pullups/bypass; common GND. Verify total bus capacitance, low-level margin and power ramp transitions on hardware."
TCA9535PWR,Texas Instruments,U903,2.3-5.5V 16bit I2C GPIO expander; PW TSSOP24; address0x20,1,1,,6,0,,,Manufacturer orderable part; confirm availability at order,https://www.ti.com/lit/ds/symlink/tca9535.pdf,https://www.digikey.cn/zh/products?keywords=TCA9535PWR,2026-09-22,Manufacturer specification reviewed; distributor stock not checked,STOCK_CHECK_REQUIRED,https://www.ti.com/lit/ds/symlink/tca9535.pdf,manufacturer_datasheet,PINOUT_AND_APPLICATION_REVIEWED,"Retained board-side enable/reset requests. POR all inputs, output latchFFFF: explicit cold init must write safe output before directionFFE0. Pico reconnect is read-only. Unused ports each10k pulldown."
ADS1115IDGSR,Texas Instruments,U904,2-5.5V 16bit delta-sigma ADC; DGS VSSOP10; address0x48; +/-4.096V PGA,1,1,,6,0,,,Manufacturer orderable part; confirm availability at order,https://www.ti.com/lit/ds/symlink/ads1115.pdf,https://www.digikey.cn/zh/products?keywords=ADS1115IDGSR,2026-09-22,Manufacturer specification reviewed; distributor stock not checked,STOCK_CHECK_REQUIRED,https://www.ti.com/lit/ds/symlink/ads1115.pdf,manufacturer_datasheet,PINOUT_AND_APPLICATION_REVIEWED,"AIN0=BOARD_NTC, AIN1=3V3_CTRL; ratio-based local-board temperature telemetry. ADC input loading of100k divider needs calibration. Not the independent thermal protection."
TMP302BDRLR,Texas Instruments,U1001,1.4-3.6V temperature switch; DRL SOT563; B variant75C with TRIPSET1=0/TRIPSET0=1;5C hysteresis,1,1,,6,0,,,Manufacturer orderable part; confirm availability at order,https://www.ti.com/lit/ds/symlink/tmp302.pdf,https://www.digikey.cn/zh/products?keywords=TMP302BDRLR,2026-09-22,Manufacturer specification reviewed; distributor stock not checked,STOCK_CHECK_REQUIRED,https://www.ti.com/lit/ds/symlink/tmp302.pdf,manufacturer_datasheet,PINOUT_AND_APPLICATION_REVIEWED,"Independent board-hotspot shutdown to HW_FAULT_N. Temperature accuracy +/-2C; output startup35ms typical; U502 CT100k pullup holds startup clear180-420ms; qualify hot-start corners. Place at characterized hotspot, not a die-temperature sensor."
RT0603BRD0712K6L,Yageo,R1002,"12.6kOhm +/-0.1%,0.1W,25ppm/C thin-film0603",1,1,,10,0,,,Manufacturer orderable part; confirm availability at order,https://yageogroup.com/content/datasheet/asset/file/PYU-RT_1-TO-0-01_ROHS_L,https://www.digikey.cn/zh/products?keywords=RT0603BRD0712K6L,2026-09-22,Manufacturer specification reviewed; distributor stock not checked,STOCK_CHECK_REQUIRED,https://yageogroup.com/content/datasheet/asset/file/PYU-RT_1-TO-0-01_ROHS_L,manufacturer_datasheet,PINOUT_AND_APPLICATION_REVIEWED,IO overvoltage upper divider; with20k and1.242V reference gives2.02446V nominal. Comparator reference/offset/tolerance apply; this is not a precise2.025V ceiling.
